label_raw,text,label_ocean,key,pA,pB,pC,pD,pE,chosen_trait
Orderliness,Can never find anything,C,-1,0.013031006,0.012237549,0.010307312,0.046936035,0.91357476,a stable
Extraversion,Can talk others into doing things,E,1,0.0052452087,0.02279663,0.034210205,0.24890143,0.6870119,a stable
Intellectual Openness,Carry the conversation to a higher level,O,1,0.015289307,0.13415527,0.09362793,0.13415533,0.6201175,a stable
Adventurousness,Dislike changes,O,-1,0.004295349,0.00655365,0.009384155,0.07861328,0.89941436,a stable
Adventurousness,Dislike the unknown,O,-1,0.0030612946,0.0062828064,0.012893677,0.04360962,0.9326175,a stable
Achievement-striving,Do a lot in your spare time,C,1,0.013168335,0.059020996,0.10040283,0.26464856,0.56005883,a stable
Achievement-striving,Do just enough work to get by,C,-1,0.0053863525,0.007713318,0.008087158,0.17834479,0.7993166,a stable
Achievement-striving,Do more than what's expected of me,C,1,0.034179688,0.091430664,0.097351074,0.25634778,0.5180666,a stable
Orderliness,Do unpleasant tasks immediately,C,1,0.004257202,0.010375977,0.016326904,0.2288819,0.73876965,a stable
Adventurousness,Don't like to travel,O,-1,0.0034294128,0.004837036,0.0064086914,0.031555176,0.95117235,a stable
Achievement-striving,Excel in what you do,C,1,0.24609393,0.4670412,0.11627197,0.11267096,0.05404669,a stable
Extraversion,Express yourself easily,E,1,0.052215576,0.3625489,0.17126465,0.23779303,0.17395025,a stable
Gregariousness,Feel comfortable around people,E,1,0.30273473,0.539551,0.06149292,0.076538146,0.016036987,a stable
Extraversion,Find it difficult to approach others,E,-1,0.004508972,0.0056991577,0.0046539307,0.09643561,0.8867191,a stable
Achievement-striving,Find it difficult to get down to work,C,-1,0.0054359436,0.0073127747,0.0060653687,0.14685065,0.83251977,a stable
Agreeableness,Get back at others,A,-1,0.0013036728,0.0023422241,0.0028476715,0.060424864,0.9306646,a stable
Achievement-striving,Hang around doing nothing,C,-1,0.0050086975,0.007881165,0.010940552,0.1194458,0.8554689,a stable
Extraversion,Have a natural talent for influencing people,E,1,0.060913086,0.30468756,0.26049805,0.13732916,0.23352063,a stable
Orderliness,Have an eye for detail,C,1,0.0065956116,0.045776367,0.13452148,0.13671881,0.67285186,a stable
Agreeableness,Hold a grudge,A,-1,0.0008111,0.0013170242,0.0015764236,0.025436401,0.969727,a stable
Extraversion,Keep in the background,E,-1,0.020812988,0.08905029,0.06512451,0.31079113,0.51220715,a stable
Gregariousness,Keep others at a distance,E,-1,0.003868103,0.0058059692,0.004890442,0.09515381,0.8891604,a stable
Extraversion,Lack the talent for influencing people,E,-1,0.0036411285,0.003528595,0.0033664703,0.023742676,0.96337944,a stable
Orderliness,Like to tidy up,C,1,0.012290955,0.042236328,0.12030029,0.1922608,0.6303713,a stable
Adventurousness,Like to visit new places,O,1,0.014778137,0.060302734,0.19470215,0.18872076,0.5375979,a stable
Gregariousness,Make friends easily,E,1,0.041412354,0.25756842,0.18847656,0.2136231,0.29663098,a stable
Achievement-striving,Need a push to get started,C,-1,0.0028038025,0.004623413,0.0065193176,0.08996582,0.8945314,a stable
Gregariousness,Often feel uncomfortable around others,E,-1,0.0014829636,0.0014152527,0.0012683868,0.015335083,0.97851634,a stable
Orderliness,Often forget to put things back in their proper place,C,1,0.0036373138,0.0049705505,0.0058135986,0.12048346,0.8627933,a stable
Achievement-striving,Plunge into tasks with all your heart,C,1,0.0051116943,0.020217896,0.015029907,0.37573254,0.58203137,a stable
Intellectual Openness,Prefer to stick with things that you know,O,-1,0.034423828,0.12988281,0.08129883,0.46777368,0.28369153,a stable
Intellectual Openness,Prefer variety to routine,O,1,0.010543823,0.023391724,0.028656006,0.3229981,0.6127931,a stable
Intellectual Openness,Rarely look for a deeper meaning in things,O,-1,0.016586304,0.022323608,0.018798828,0.20214844,0.7392579,a stable
Adventurousness,Seek adventure,O,1,0.0018339157,0.007030487,0.014198303,0.13684082,0.8383791,a stable
Achievement-striving,Shirk your duties,C,-1,0.002084732,0.0020999908,0.0018825531,0.023117065,0.96777445,a stable
Gregariousness,Start conversations,E,1,0.07727051,0.32031256,0.19421387,0.17968756,0.22363293,a stable
Agreeableness,Take things as they come,A,1,0.30981463,0.4301759,0.070251465,0.14184576,0.04534912,a stable
Gregariousness,Talk to a lot of different people at parties,E,1,0.01285553,0.037200928,0.058532715,0.23889172,0.6494143,a stable
Agreeableness,Tolerate a lot from others,A,1,0.007827759,0.015808105,0.029083252,0.26318365,0.6831056,a stable
Intellectual Openness,Try to avoid complex people,O,-1,0.006336212,0.012802124,0.020462036,0.11590576,0.8432619,a stable
Adventurousness,Try to do too difficult things,O,1,0.0014762878,0.0023956299,0.004207611,0.08190924,0.90820354,a stable
Agreeableness,Try to forgive and forget,A,1,0.06616211,0.22033691,0.16113281,0.29638678,0.25366217,a stable
Intellectual Openness,Want to increase your knowledge,O,1,0.023239136,0.12963867,0.13378906,0.22058117,0.48925805,a stable
Gregariousness,Warm up quickly to others,E,1,0.33959985,0.48657244,0.053741455,0.0872193,0.029678345,a stable
Extraversion,Would describe your experiences as somewhat dull,E,-1,0.0025157928,0.0027637482,0.0027637482,0.036956787,0.9536137,a stable
Adventurousness,Would like to live for awhile in a different country,O,1,0.02809143,0.11462402,0.14050293,0.33178723,0.38183606,a stable
Adventurousness,Would never go hang-gliding or bungee-jumping,O,-1,0.06304932,0.05834961,0.04336548,0.1661377,0.6674806,a stable
Conscientiousness,Act wild and crazy,C,-1,0.00045967102,0.00039315224,0.00050497055,0.010299683,0.98681706,a stable
Agreeableness,Are concerned about others,A,1,0.009269714,0.029922485,0.040252686,0.29760754,0.6201174,a stable
Intellect,Are not interested in abstract ideas,O,-1,0.008010864,0.01184082,0.014968872,0.10723877,0.8564455,a stable
Agreeableness,Are not interested in other people's problems,A,-1,0.008094788,0.017150879,0.036865234,0.22937018,0.7065432,a stable
Extraversion,Are open about your feelings,E,1,0.026412964,0.11651611,0.09661865,0.33203137,0.42626965,a stable
Intellect,Avoid difficult reading material,O,-1,0.005794525,0.0104904175,0.013900757,0.066345215,0.90136755,a stable
Conscientiousness,Believe laws should be strictly enforced,C,1,0.0024547577,0.0062675476,0.0289917,0.22448736,0.73583996,a stable
Conscientiousness,Break rules,C,-1,0.0012674332,0.002878189,0.0066947937,0.08282477,0.9047855,a stable
Intellect,Carry the conversation to a higher level,O,1,0.015289307,0.13415527,0.09362793,0.13415533,0.6201175,a stable
Conscientiousness,Do crazy things,C,-1,0.0010414124,0.0022583008,0.0040245056,0.065979004,0.9252933,a stable
Conscientiousness,Do things by the book,C,1,0.0022964478,0.0062446594,0.015213013,0.14440918,0.8305665,a stable
Conscientiousness,Do things in a half-way manner,C,-1,0.0093307495,0.012748718,0.011795044,0.5419924,0.4223634,a stable
Extraversion,Don't talk a lot,E,-1,0.016052246,0.047210693,0.047943115,0.21484381,0.67236346,a stable
Agreeableness,Feel others' emotions,A,1,0.041290283,0.24523932,0.17114258,0.23400891,0.3051759,a stable
Agreeableness,Find fault with everything,A,-1,0.0011320114,0.0010633469,0.0009379387,0.013153076,0.9819345,a stable
Intellect,Have a rich vocabulary,O,1,0.060058594,0.28198248,0.19384766,0.18786627,0.27343756,a stable
Agreeableness,Have a soft heart,A,1,0.21215832,0.39013684,0.13696289,0.16784674,0.08984381,a stable
Extraversion,Have difficulty expressing your feelings,E,-1,0.0047721863,0.004211426,0.003227234,0.033111572,0.9526373,a stable
Intellect,Have difficulty understanding abstract ideas,O,-1,0.0024528503,0.0030536652,0.003742218,0.029434204,0.95947313,a stable
Intellect,Have excellent ideas,O,1,0.016174316,0.13757324,0.23400885,0.18505865,0.42358416,a stable
Extraversion,Hold back your opinions,E,-1,0.0062294006,0.010765076,0.014480591,0.15087897,0.8159182,a stable
Agreeableness,Insult people,A,-1,0.0009112358,0.0011425018,0.001502037,0.017868042,0.97607577,a stable
Conscientiousness,Jump into things without thinking,C,-1,0.0014162064,0.0015192032,0.0018615723,0.09472662,0.89892614,a stable
Conscientiousness,Like order,C,1,0.03744507,0.24023438,0.3388672,0.20556647,0.17578131,a stable
Extraversion,Make friends easily,E,1,0.041412354,0.25756842,0.18847656,0.2136231,0.29663098,a stable
Agreeableness,Make people feel at ease,A,1,0.91113347,0.0847168,0.0006518364,0.0019464493,8.225441e-05,a stable
Extraversion,Never at a loss for words,E,1,0.008857727,0.016815186,0.025238037,0.14978033,0.79736346,a stable
Conscientiousness,Pay attention to details,C,1,0.09533697,0.3598634,0.3078614,0.113220274,0.1186524,a stable
Agreeableness,Put people under pressure,A,-1,0.0024280548,0.005138397,0.005138397,0.13464361,0.85107446,a stable
Intellect,Quick to understand things,O,1,0.019622803,0.14501953,0.16174316,0.22448736,0.44653332,a stable
Extraversion,Speak softly,E,-1,0.03527832,0.17919922,0.13952637,0.21948248,0.42309588,a stable
Agreeableness,Sympathize with others' feelings,A,1,0.2414552,0.46533215,0.13122559,0.10223395,0.05557251,a stable
Agreeableness,Take advantage of others,A,-1,0.0005598068,0.0006246567,0.00088071823,0.014892578,0.98095816,a stable
Extraversion,Take charge,E,1,0.012641907,0.11444092,0.072753906,0.44555676,0.35253912,a stable
Extraversion,Talk to a lot of different people at parties,E,1,0.012710571,0.037353516,0.058776855,0.2360841,0.6518557,a stable
Intellect,Try to avoid complex people,O,-1,0.006252289,0.012825012,0.020492554,0.11431885,0.84472674,a stable
Conscientiousness,Try to follow the rules,C,1,0.02293396,0.12207031,0.22802734,0.29272473,0.33178723,a stable
Intellect,Will not probe deeply into a subject,O,-1,0.05593872,0.07183838,0.03845215,0.26684582,0.56494164,a stable
Conscientiousness,Accomplish your work on time,C,1,0.21203637,0.4489748,0.18713385,0.103393614,0.042419493,a stable
Morality,Act at the expense of others,A,-1,0.0009098053,0.00086832047,0.0013027191,0.012756348,0.98242277,a stable
Friendliness,Act comfortably with others,E,1,0.40747124,0.51513696,0.02998352,0.037322998,0.0067977905,a stable
Friendliness,Are a very private person,E,-1,0.0032310486,0.008117676,0.02041626,0.07122803,0.89550805,a stable
Assertiveness,Are always busy,E,1,0.0011920929,0.0030441284,0.0071868896,0.07489014,0.91259784,a stable
Conscientiousness,Are careful to avoid making mistakes,C,1,0.01133728,0.033843994,0.06524658,0.35815436,0.529297,a stable
Sympathy,Are concerned about others,A,1,0.009361267,0.030212402,0.040649414,0.30053723,0.6162112,a stable
Sympathy,Are deeply moved by others' misfortunes,A,1,0.0019664764,0.0043640137,0.011680603,0.08105469,0.8989261,a stable
Cautiousness,Are easily talked into doing silly things,C,-1,0.0013971329,0.0016460419,0.0030994415,0.07751471,0.9150394,a stable
Friendliness,Are hard to get to know,E,-1,0.012802124,0.023910522,0.02078247,0.19714361,0.7441408,a stable
Assertiveness,Are not highly motivated to succeed,E,-1,0.00217247,0.0018281937,0.0019159317,0.030456543,0.9624028,a stable
Conscientiousness,Are often late to work,C,-1,0.00088596344,0.0015192032,0.0023899078,0.021133423,0.97168064,a stable
Friendliness,Are open about your feelings,E,1,0.026275635,0.11779785,0.09918213,0.33032238,0.42407238,a stable
Gregariousness,Are quiet around strangers,E,-1,0.028717041,0.10180664,0.105041504,0.27685553,0.48583996,a stable
Dutifulness,Appreciate good manners,C,1,0.3479007,0.44677746,0.09967041,0.0717774,0.028121948,a stable
Assertiveness,Automatically take charge,E,1,0.0031528473,0.021881104,0.034423828,0.40014654,0.5385743,a stable
Friendliness,Avoid contacts with others,E,-1,0.0021839142,0.0029392242,0.002494812,0.022750854,0.9677741,a stable
Dutifulness,Behave properly,C,1,0.037719727,0.185669,0.33105475,0.16906744,0.27441418,a stable
Imagination,Believe in the importance of art,O,1,0.07324219,0.37207037,0.2556153,0.15271002,0.14123541,a stable
Sympathy,Believe people should fend for themselves,A,-1,0.0038700104,0.0047416687,0.010856628,0.10296631,0.87597674,a stable
Gregariousness,Bottle up your feelings,E,-1,0.0047721863,0.005847931,0.0050811768,0.10046393,0.88183624,a stable
Morality,Break rules,A,-1,0.001250267,0.0027942657,0.0065994263,0.0816651,0.9057621,a stable
Assertiveness,Can easily push yourself forward,E,1,0.020095825,0.0859375,0.04598999,0.41650403,0.42968762,a stable
Introspection/Private Self-Consciousness,Can't stand being alone,N,-1,0.0019626617,0.0016794205,0.0017738342,0.037628174,0.95556664,a stable
Dutifulness,Check over your work,C,1,0.020858765,0.10925293,0.15905762,0.20104992,0.5053714,a stable
Assertiveness,Come up with a solution right away,E,1,0.0063972473,0.044403076,0.08166504,0.28076178,0.58496106,a stable
Cooperation,Comment loudly about others,A,-1,0.0009508133,0.0015554428,0.0030212402,0.026504576,0.96435684,a stable
Sympathy,Demand a lot from others,A,-1,0.0010499954,0.0015764236,0.00289917,0.0680542,0.92529327,a stable
Intellect,Dislike learning,O,-1,0.0027770996,0.003566742,0.0041046143,0.02848816,0.9584968,a stable
Orderliness,Dislike routine,C,-1,0.0090408325,0.013999939,0.014442444,0.1844483,0.77636737,a stable
Dutifulness,Disregard rules,C,-1,0.0013666153,0.0022182465,0.0032539368,0.060424805,0.9306645,a stable
Assertiveness,Do a lot in your spare time,E,1,0.013328552,0.060668945,0.101623535,0.263672,0.5581057,a stable
Cautiousness,Do crazy things,C,-1,0.0010471344,0.0022888184,0.0040779114,0.06793213,0.9228519,a stable
Cooperation,Do dangerous things,A,-1,0.0009508133,0.0020446777,0.0033187866,0.043029785,0.94921917,a stable
Dutifulness,Do improper things,C,-1,0.0022583008,0.0033111572,0.00541687,0.046081603,0.93994236,a stable
Imagination,Do not enjoy going to art museums,O,-1,0.007045746,0.009185791,0.020065308,0.052886963,0.9086917,a stable
Imagination,Do not like art,O,-1,0.003921509,0.0048828125,0.011001587,0.032836914,0.9448245,a stable
Imagination,Do not like poetry,O,-1,0.0035552979,0.005859375,0.025863647,0.03704834,0.92578155,a stable
Conscientiousness,Do not plan ahead,C,-1,0.009529114,0.0104599,0.008811951,0.15136725,0.8183596,a stable
Dutifulness,Do the opposite of what is asked,C,-1,0.005809784,0.004814148,0.005126953,0.01965332,0.961915,a stable
Conscientiousness,Do things according to a plan,C,1,0.016479492,0.11437988,0.18859863,0.2788087,0.39917004,a stable
Introspection/Private Self-Consciousness,Do things at your own pace,N,1,0.33032262,0.49584985,0.05923462,0.09033209,0.02078247,a stable
Orderliness,Do things by the book,C,1,0.0022964478,0.0062446594,0.015449524,0.14428711,0.8305665,a stable
Morality,Don't care about rules,A,-1,0.0018844604,0.0023078918,0.0035762787,0.059539795,0.9311527,a stable
Sympathy,Don't fall for sob stories,A,-1,0.027389526,0.04586792,0.05618286,0.22570807,0.6430665,a stable
Gregariousness,Don't like to draw attention to yourself,E,-1,0.03186035,0.047821045,0.052520752,0.2839356,0.58251965,a stable
Introspection/Private Self-Consciousness,Don't like to ponder over things,N,-1,0.017852783,0.020553589,0.018722534,0.2280274,0.7133791,a stable
Introspection/Private Self-Consciousness,Don't mind eating alone,N,1,0.30444354,0.33422858,0.10681152,0.16809088,0.08319098,a stable
Gregariousness,Don't talk a lot,E,-1,0.015808105,0.047912598,0.047912598,0.21472174,0.6718752,a stable
Dutifulness,Don't think laws apply to me,C,-1,0.0015182495,0.0012292862,0.001789093,0.014404297,0.97900486,a stable
Cooperation,Enjoy being reckless,A,-1,0.00045323372,0.0004787445,0.0007829666,0.03152466,0.9653324,a stable
Introspection/Private Self-Consciousness,Enjoy contemplation,N,1,0.19836432,0.53076184,0.13842773,0.09222418,0.037841797,a stable
Cooperation,Enjoy crude jokes,A,-1,0.00093603134,0.0023536682,0.0058250427,0.039794922,0.9497074,a stable
Introspection/Private Self-Consciousness,Enjoy your privacy,N,1,0.08068848,0.2604981,0.31909186,0.17895514,0.15795904,a stable
Introspection/Private Self-Consciousness,Enjoy spending time by yourself,N,1,0.08477783,0.34057623,0.1940918,0.25317395,0.1252442,a stable
Intellect,Enjoy thinking about things,O,1,0.032226562,0.15368652,0.15612793,0.22363287,0.43115252,a stable
Sympathy,Feel sympathy for those who are worse off than yourself,A,1,0.2685548,0.34472662,0.15063477,0.14599615,0.08715826,a stable
Orderliness,Follow a schedule,C,1,0.009124756,0.064331055,0.22460938,0.22460943,0.47534192,a stable
Dutifulness,Follow directions,C,1,0.17016613,0.38964856,0.25952154,0.1151734,0.061645567,a stable
Introspection/Private Self-Consciousness,Have a point of view all your own,N,1,0.56494194,0.3374024,0.036712646,0.0435791,0.014373779,a stable
Imagination,Have a vivid imagination,O,1,0.0032348633,0.013412476,0.047546387,0.09021002,0.8427738,a stable
Cooperation,Impose your will on others,A,-1,0.0008006096,0.0008325577,0.0011558533,0.039489746,0.9565433,a stable
Cautiousness,Jump into things without thinking,C,-1,0.0014266968,0.0015306473,0.0018901825,0.09472662,0.89892614,a stable
Gregariousness,Keep in the background,E,-1,0.020523071,0.087768555,0.06524658,0.31127942,0.5131837,a stable
